customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure,MonthlyCharges,TotalCharges
9127-FHJBZ,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,72,114.0,8093.15
6270-OMFIW,1,0,1,0,1,0,1,0,1,0,0,1,2,1,1,2,1,60,94.4,5610.25
1641-RQDAY,0,1,1,1,1,1,1,0,1,0,0,1,2,0,1,2,0,32,100.4,3217.65
0107-WESLM,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,2,1,1,19.85,19.85
6994-ORCWG,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,3,0,14,54.25,773.2
1346-UFHAX,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,13,80.0,1029.35
3992-YWPKO,0,0,0,0,1,1,1,0,1,1,1,1,2,0,1,1,1,6,109.9,669.45
2933-XEUJM,0,0,0,0,1,1,0,1,0,1,0,1,2,2,0,3,0,46,79.2,3593.8
0125-LZQXK,1,0,0,0,1,0,1,0,0,1,1,1,2,0,1,2,1,15,101.35,1553.95
5461-QKNTN,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,2,0,43,94.3,3953.15
4835-YSJMR,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,39,49.8,1971.15
8399-YNDCH,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,21,60.05,1236.15
3164-YAXFY,1,0,0,0,0,0,0,1,0,1,0,1,2,0,1,2,0,57,53.75,3196.0
0887-WBJVH,0,0,1,0,1,0,1,0,0,0,1,1,2,1,1,2,0,53,93.45,4872.2
4660-IRIBM,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,3,0,18,87.9,1500.5
5673-FSSMF,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,1,60.15,60.15
7670-ZBPOQ,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,58,61.05,3478.75
8089-UZWLX,0,1,0,0,1,1,1,0,0,1,0,1,2,2,0,0,0,71,104.05,7413.55
0080-OROZO,0,0,0,0,1,0,1,0,0,1,1,1,2,1,1,2,0,35,99.25,3532.0
3916-NRPAP,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,0,3,85.7,256.75
6807-SIWJI,1,0,0,0,1,1,1,1,1,0,0,1,2,1,1,2,0,38,104.85,3887.25
8221-HVAYI,1,0,1,1,1,1,0,1,1,1,1,0,0,2,1,1,0,35,69.15,2490.15
1579-KLYDT,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,2,1,7,90.45,593.45
5232-NXPAY,0,0,0,0,1,0,0,0,0,1,1,1,2,2,0,3,0,47,74.45,3510.3
8967-SZQAS,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,14,50.45,765.45
4468-KAZHE,0,1,1,0,1,0,0,0,1,0,0,0,2,0,1,2,0,20,60.0,1259.35
0455-ENTCR,1,0,1,0,1,1,0,1,1,0,1,1,2,2,0,2,0,66,85.25,5538.35
8944-AILEF,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,1,0,15,19.45,340.85
5542-NKVRU,0,0,0,0,1,0,2,0,0,0,0,0,1,2,1,0,0,42,20.75,844.45
7126-RBHSD,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,17,78.9,1348.95
5370-IIVVL,1,0,0,0,1,1,1,0,1,0,1,1,2,1,1,1,0,37,104.5,3778.0
6789-HJBWG,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,12,49.4,611.65
3927-NLNRY,1,0,1,0,1,0,1,0,1,0,0,1,2,1,1,0,1,53,94.25,4867.95
9087-EYCPR,0,0,0,0,1,1,2,0,0,0,0,0,1,2,0,3,0,60,25.0,1505.05
6791-YBNAK,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,25.55,467.85
6358-LYNGM,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,74.9,74.9
6077-BDPXA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,3,70.15,194.2
0013-MHZWF,0,0,0,1,1,0,0,0,0,0,1,1,2,0,1,1,0,9,69.4,571.45
5494-HECPR,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1,1,80.25,80.25
8268-YDIXR,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,2,0,56,93.15,5253.95
9824-BEMCV,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,17,69.0,1149.65
1373-ORVIZ,0,0,1,1,1,1,0,0,0,0,1,0,2,0,1,2,1,11,66.35,740.8
4291-SHSBH,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,7,69.55,521.35
6980-IMXXE,0,0,1,1,1,0,2,0,0,0,0,0,1,2,0,0,0,69,20.2,1412.65
9866-QEVEE,1,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,19,86.0,1532.45
9897-KXHCM,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,1,3,80.3,250.05
0040-HALCW,1,0,1,1,1,0,2,0,0,0,0,0,1,2,0,1,0,54,20.4,1090.6
0784-GTUUK,1,0,1,0,1,1,2,0,0,0,0,0,1,1,1,1,0,62,23.75,1446.8
7979-CORPM,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,24,90.55,2282.55
2294-DMMUS,0,0,1,1,1,1,0,0,0,0,0,1,2,0,1,1,0,62,70.45,4300.45
0872-JCPIB,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,17,65.75,1111.2
3055-MJDSB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9,24.6,190.1
9091-WTUUY,1,0,1,1,1,0,0,1,0,1,1,1,0,2,0,3,0,64,69.25,4447.75
1618-CFHME,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,2,75.9,143.35
3165-HDOEW,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,45.85,45.85
6581-NQCBA,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,2,1,16,49.95,810.2
7115-IRDHS,0,0,1,0,1,1,2,0,0,0,0,0,1,2,0,0,0,72,24.65,1830.05
8496-DMZUK,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,30,90.4,2820.65
2040-VZIKE,0,0,1,0,1,1,1,1,0,0,0,1,2,0,1,3,0,49,100.85,4847.35
9068-VPWQQ,1,0,1,0,1,1,0,1,0,1,1,0,2,2,0,1,0,61,75.35,4729.3
0178-SZBHO,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,2,0,47,87.2,4017.45
0384-RVBPI,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,20,64.4,1398.6
1689-MRZQR,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2,1,34,78.3,2564.3
1299-AURJA,0,0,1,1,1,1,2,0,0,0,0,0,1,2,0,0,0,70,24.7,1685.9
4525-VZCZG,1,0,0,1,1,0,1,1,1,0,1,1,2,1,1,2,0,54,105.85,5826.65
1543-LLLFT,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,3,0,61,98.3,6066.55
5835-BEQEU,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,3,76.95,228.4
2788-CJQAQ,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,3,0,13,19.45,270.2
5565-FILXA,0,1,0,0,1,1,1,0,0,0,0,1,2,0,1,2,1,16,96.15,1529.2
0319-QZTCO,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,3,58.7,168.6
2120-SMPEX,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,3,0,25,20.15,536.35
0096-FCPUF,1,0,0,0,1,1,0,1,0,0,0,0,2,0,1,3,0,30,64.5,1888.45
0668-OGMHD,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,21,28.5,629.35
5552-ZNFSJ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,45.3,45.3
2223-KAGMX,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,15,19.4,289.3
6507-ZJSUR,1,1,1,0,1,0,1,0,0,0,0,1,2,0,1,2,0,23,90.45,2117.25
9408-HRXRK,0,0,1,1,1,1,1,1,1,0,0,1,2,0,1,2,0,45,105.15,4730.9
5593-SUAOO,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,24,83.15,2033.05
7321-PKUYW,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1,11,90.15,987.95
2833-SLKDQ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,45.05,45.05
6766-HFKLA,0,0,1,0,1,1,1,0,0,1,1,1,2,2,0,0,0,56,103.2,5744.35
7595-EUIVN,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,1,75.8,75.8
7617-EYGLW,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0,1,19.45,19.45
2026-TGDHM,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,1,7,79.3,523.15
9220-ZNKJI,0,1,1,0,1,0,1,0,0,1,1,1,0,2,0,1,0,55,88.8,4805.3
4030-VPZBD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,30.9,59.05
2226-ICFDO,0,0,1,1,1,1,0,1,0,1,1,1,2,2,1,1,0,72,85.9,6110.75
0723-VSOBE,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,45,34.2,1596.6
5529-GIBVH,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,3,0,47,20.15,1046.2
4187-CINZD,0,1,0,0,1,0,1,0,1,0,0,1,2,1,0,1,1,46,95.25,4424.2
9992-UJOEL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,2,50.3,92.75
4741-WWJQZ,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,0,2,80.15,194.55
6625-UTXEW,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,12,51.25,612.1
6818-WOBHJ,0,1,1,0,1,1,1,0,1,0,0,0,2,0,1,0,1,68,89.6,6127.6
6244-BESBM,1,0,1,1,1,0,1,0,0,0,1,1,2,2,1,1,0,69,95.2,6671.7
1004-NOZNR,1,1,0,1,1,0,1,1,0,0,0,1,2,1,0,1,0,56,94.8,5264.3
1251-STYSZ,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,2,0,4,80.25,303.7
2612-PHGOX,1,0,1,0,1,1,0,0,1,1,1,1,0,2,1,0,0,64,76.1,4818.8
2408-TZMJL,1,0,1,0,1,1,1,1,1,1,0,1,2,1,1,2,1,59,110.15,6448.05
8480-PPONV,1,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,62,115.55,7159.05
8780-IHCRN,1,0,1,1,1,1,2,0,0,0,0,0,1,2,0,1,0,63,24.65,1574.5
4598-ZADCK,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,0,53,53.6,2879.2
1257-SXUXQ,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,3,0,5,19.45,86.05
9681-KYGYB,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,2,0,49,88.2,4159.45
7182-OVLBJ,0,0,1,1,1,1,1,1,0,0,0,1,2,2,1,0,0,62,101.15,6638.35
5095-ETBRJ,0,0,1,0,1,0,0,1,1,0,1,0,0,2,0,3,0,55,56.8,3112.05
7005-CYUIL,0,1,1,0,1,0,1,1,1,1,1,1,0,2,1,2,0,71,99.4,7168.25
4821-WQOYN,0,0,1,1,1,0,2,0,0,0,0,0,1,2,1,1,0,72,20.1,1326.25
4730-AWNAU,1,0,1,1,0,0,0,1,0,1,1,1,2,1,0,1,0,36,60.7,2234.55
3452-FLHYD,1,0,1,0,1,0,2,0,0,0,0,0,1,1,1,0,0,25,20.95,495.15
2388-LAESQ,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,0,0,72,114.85,8317.95
9531-NSBMR,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,36,19.25,679.8
6260-ONULR,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,3,0,1,62.8,62.8
4389-UEFCZ,0,0,1,0,1,1,1,1,0,1,0,1,2,2,1,2,0,72,105.5,7544.0
8711-LOBKY,1,0,1,1,1,0,2,0,0,0,0,0,1,2,0,3,0,59,19.85,1188.25
9134-CEQMF,1,1,1,0,1,0,1,0,0,0,0,1,2,0,1,2,1,7,89.5,676.7
8985-OOPOS,0,0,0,0,1,0,0,0,0,1,1,1,2,1,0,1,0,1,74.1,74.1
8800-ZKRFW,0,0,1,1,1,1,1,0,1,1,1,1,2,0,1,2,0,30,107.5,3242.5
2616-FLVQC,1,0,0,0,1,0,2,0,0,0,0,0,1,2,0,3,0,64,19.55,1240.15
9968-FFVVH,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,63,68.8,4111.35
3108-PCCGG,1,1,1,0,1,1,0,1,1,1,0,1,2,2,0,1,0,72,84.45,5899.85
7993-PYKOF,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,1,8,75.0,632.95
8390-FESFV,0,0,0,0,1,1,0,0,1,1,1,1,2,2,0,0,0,62,84.5,5193.2
3022-BEXHZ,1,0,1,1,1,1,1,0,1,1,1,1,2,2,1,0,0,67,111.2,7530.8
5027-XWQHA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,6,44.75,270.95
6248-TKCQV,0,0,1,1,1,1,0,1,0,0,1,1,2,2,1,0,0,70,80.6,5460.2
6729-GDNGC,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,20,80.7,1614.2
6198-ZFIOJ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,5,75.6,402.5
5989-OMNJE,0,0,1,1,0,0,0,1,1,1,0,1,2,1,0,2,0,24,57.6,1367.75
4566-QVRRW,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,11,44.05,483.7
1291-CUOCY,1,0,1,0,1,1,1,0,1,1,1,1,2,2,1,1,0,72,110.6,7962.2
9795-SHUHB,0,0,1,1,1,0,0,1,1,0,1,0,0,2,1,1,0,66,58.2,3810.8
3230-IUALN,0,0,1,1,1,0,0,1,0,1,1,1,2,2,1,3,0,45,81.0,3533.6
0042-RLHYP,0,0,1,1,1,0,2,0,0,0,0,0,1,2,0,0,0,69,19.7,1396.9
8519-IMDHU,1,1,1,0,1,1,1,0,0,0,0,0,2,0,1,0,1,15,85.6,1345.55
4945-RVMTE,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,28,59.55,1646.45
0201-OAMXR,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,1,1,70,115.55,8127.6
1866-NXPSP,0,0,0,0,1,0,0,1,1,1,1,0,2,1,1,3,0,36,75.55,2680.15
3372-KWFBM,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,16,86.6,1281.0
7831-QGOXH,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,18,85.2,1553.9
6393-WRYZE,0,0,1,0,1,1,1,0,0,0,0,1,2,0,1,2,1,34,97.65,3207.55
3941-XTSKM,1,0,1,1,0,0,0,0,1,1,0,0,2,1,1,1,0,42,45.1,2049.05
1661-CZBAU,1,0,0,0,1,1,0,1,0,0,1,0,2,1,1,0,0,48,70.95,3629.2
6599-RCLCJ,1,0,1,0,1,1,1,0,1,1,1,1,2,0,1,2,1,47,109.55,5124.55
9831-BPFRI,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,2,1,39,89.55,3474.45
5158-RIVOP,0,0,1,1,1,0,2,0,0,0,0,0,1,2,0,1,0,11,20.9,202.3
9788-YTFGE,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,3,0,7,19.95,147.5
9277-JOOMO,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,3,0,3,24.6,86.35
1907-YLNYW,1,0,0,0,1,0,0,1,0,1,0,0,2,0,1,2,0,8,66.7,579.0
1725-MIMXW,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,3,1,1,19.45,19.45
8947-YRTDV,1,0,1,1,1,0,1,1,1,1,0,0,2,1,0,3,0,32,94.8,3131.55
3161-ONRWK,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,60,65.85,3928.3
0114-RSRRW,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,10,19.95,187.75
4565-NLZBV,0,0,1,0,1,1,2,0,0,0,0,0,1,2,1,0,0,71,24.65,1710.15
0031-PVLZI,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,3,1,4,20.35,76.35
7206-GZCDC,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,69.25,69.25
6682-VCIXC,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,43,51.25,2151.6
4791-QRGMF,1,0,1,0,1,1,1,0,0,1,0,1,2,1,1,0,1,59,99.5,5961.1
6475-VHUIZ,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,23,54.25,1221.55
3910-MRQOY,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0,0,0,72,19.4,1496.45
0661-WCQNQ,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,22,56.25,1292.2
7537-RBWEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,25.15,25.15
4656-CAURT,1,0,0,0,1,1,2,0,0,0,0,0,1,2,0,0,0,69,23.95,1713.1
0121-SNYRK,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,50,35.4,1748.9
1768-ZAIFU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,25.2,25.2
4671-LXRDQ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,45.0,96.45
3733-LSYCE,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,15,75.35,1114.55
6265-FRMTQ,1,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,31,20.4,609.1
1934-SJVJK,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,1,1,20.15,20.15
3838-OZURD,1,0,1,0,1,1,1,0,1,1,0,1,2,0,1,1,1,66,105.0,7133.25
1371-DWPAZ,0,0,1,1,0,0,0,1,1,1,1,1,0,2,0,1,0,0,56.05,2283.3004408418656
9269-CQOOL,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,3,54.7,169.45
2017-CCBLH,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,3,0,8,20.0,141.6
7690-KPNCU,1,0,1,1,1,0,0,1,0,1,0,1,2,1,1,1,0,64,73.05,4688.65
0536-BGFMZ,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,3,0,28,20.5,563.05
2293-IJWPS,0,0,1,0,1,1,1,0,0,1,0,1,2,1,1,1,0,57,100.75,5985.0
2845-HSJCY,0,0,1,1,1,1,1,0,0,1,0,0,2,0,1,2,1,14,87.25,1258.6
5469-NUJUR,1,0,0,0,1,0,2,0,0,0,0,0,1,2,1,3,0,19,19.95,373.5
1184-PJVDB,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2,1,10,79.95,857.2
2625-TRCZQ,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,2,0,51,49.65,2553.35
4102-HLENU,0,0,1,0,1,1,0,1,1,1,0,0,0,2,0,3,0,67,65.65,4322.85
7266-GSSJX,1,0,1,1,1,0,2,0,0,0,0,0,1,0,1,2,0,11,20.45,250.8
7722-VJRQD,1,0,1,1,0,0,0,1,0,1,1,1,2,2,0,0,0,72,60.95,4549.05
7073-QETQY,1,0,1,1,1,0,2,0,0,0,0,0,1,1,1,2,0,66,20.35,1359.5
9415-DPEWS,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,2,1,18,88.35,1639.3
5624-RYAMH,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,2,0,9,19.5,178.85
0196-JTUQI,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,9,75.2,633.85
7130-YXBRO,1,0,1,0,1,1,1,1,1,1,0,1,2,0,1,0,0,48,111.45,5315.1
9272-LSVYH,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,10,70.15,735.5
7943-RQCHR,0,0,0,0,1,1,1,0,0,0,0,1,2,0,1,2,1,9,94.75,889.9
3793-MMFUH,0,1,0,0,1,1,1,0,0,0,0,1,2,0,1,2,1,13,95.05,1290.0
3249-ZPQRG,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,1,4,78.45,330.05
2568-BRGYX,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,4,70.2,237.95
3084-DOWLE,0,0,1,0,1,1,0,1,1,1,1,1,2,2,0,0,0,72,92.0,6474.4
1084-MNSMJ,0,0,1,1,1,0,0,1,1,1,1,1,2,2,0,1,0,51,85.5,4421.95
7721-JXEAW,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,59,41.05,2452.7
7249-WBIYX,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,2,1,10,85.6,813.85
4238-HFHSN,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,2,0,61,82.15,4904.85
6250-CGGUN,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,2,0,54,84.4,4484.05
5478-JJVZK,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,3,0,33,60.9,2033.85
7596-IIWYC,0,0,0,0,1,0,2,0,0,0,0,0,1,2,1,0,0,27,20.25,538.2
6567-HOOPW,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1,1,79.2,79.2
9793-WECQC,1,0,0,0,1,0,1,0,1,0,0,1,2,0,0,3,0,23,95.3,2192.9
4291-HPAXL,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,0,1,19.85,19.85
8999-YPYBV,1,0,1,1,1,0,0,1,1,1,1,1,2,2,1,3,0,45,84.35,3858.05
1839-FBNFR,0,0,1,1,1,0,2,0,0,0,0,0,1,2,1,0,0,39,19.85,854.8
3164-AALRN,1,0,0,0,1,0,0,0,0,1,0,1,2,1,1,3,1,5,70.0,347.4
3071-MVJCD,1,0,1,1,1,1,0,1,1,1,1,1,0,2,0,0,0,72,82.3,5815.15
1697-BCSHV,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,58,66.8,3970.4
0562-KBDVM,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,70,44.6,3058.15
1131-SUEKT,1,0,1,1,1,0,1,0,1,0,1,1,2,1,1,0,0,61,98.45,6145.2
3717-OEAUQ,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,70.7,129.2
4538-WNTMJ,0,0,1,1,1,1,2,0,0,0,0,0,1,1,0,3,0,46,24.95,1165.9
3334-CTHOL,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,49.95,49.95
4704-ERYFC,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,1,22,69.25,1554.0
9432-RUVSL,0,0,0,0,1,0,1,1,0,1,1,1,2,2,1,1,0,48,102.5,4904.25
8060-HIWJJ,1,0,0,0,1,1,0,0,1,1,1,1,2,2,0,1,0,64,86.55,5632.55
7684-XSZIY,1,0,1,1,1,1,2,0,0,0,0,0,1,2,0,0,0,72,24.3,1643.25
9089-UOWJG,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,12,58.35,740.55
8621-MNIHH,0,1,1,0,1,1,1,0,1,1,0,0,2,0,1,2,1,34,94.25,3217.55
8039-ACLPL,0,0,1,1,1,0,0,1,1,1,0,0,2,2,0,1,0,72,68.75,4888.2
9885-AIBVB,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,2,0,29,85.8,2440.25
1934-MKPXS,1,0,1,1,1,0,2,0,0,0,0,0,1,1,0,1,0,33,20.1,620.55
2592-YKDIF,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,0,1,20.35,20.35
2272-JKMSI,0,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,0,62,110.8,6840.95
0471-LVHGK,1,0,1,0,1,1,0,0,0,1,0,1,2,1,1,2,1,41,73.0,3001.2
9518-RWHZL,0,0,0,0,1,1,1,0,0,1,0,1,2,1,1,1,1,64,100.05,6254.2
8714-CTZJW,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,1,0,4,82.85,319.6
3569-EDBPQ,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0,24,84.35,1938.05
3131-NWVFJ,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,3,0,14,19.55,294.5
7521-YXVZY,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,0,3,19.95,58.3
5419-CONWX,0,1,0,0,1,0,1,0,1,1,0,1,2,0,1,1,1,4,99.8,442.85
6240-EURKS,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,1,18,35.0,553.0
2373-NTKOD,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,2,0,8,66.25,546.45
1970-KKFWL,0,0,0,0,1,1,2,0,0,0,0,0,1,2,0,0,0,35,23.3,797.1
6960-HVYXR,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,76.0,76.0
9337-SRRNI,1,0,0,1,1,1,2,0,0,0,0,0,1,2,1,1,0,66,25.3,1673.8
0895-UADGO,1,0,0,1,0,0,0,1,0,0,1,0,2,2,1,3,0,8,44.55,343.45
5678-VFNEQ,0,0,1,0,1,1,1,1,0,1,0,1,2,1,1,1,0,71,104.1,7412.25
5977-CKHON,0,0,1,1,1,1,1,0,0,1,0,0,2,0,1,0,0,43,92.55,4039.0
7024-OHCCK,0,1,0,0,1,1,1,0,0,0,0,1,2,0,1,2,1,2,93.85,170.85
2692-BUCFV,1,1,0,0,1,0,1,0,1,1,0,1,2,0,1,0,0,29,101.45,2948.6
7861-UVUFT,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,2,1,15,84.3,1308.4
1830-GGFNM,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,0,65,94.55,6078.75
5302-BDJNT,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,0,35,95.5,3418.2
5223-UZAVK,1,0,0,0,1,0,1,1,1,0,0,1,2,1,1,1,0,64,100.3,6603.8
4859-ZSRDZ,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,1,0,58,55.5,3166.9
5651-WYIPH,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,18,49.85,865.75
9350-VLHMB,1,0,1,1,1,1,1,0,1,0,0,0,2,0,1,0,0,67,89.55,6373.1
3498-LZGQZ,1,0,1,1,1,0,2,0,0,0,0,0,1,2,1,3,0,63,19.15,1177.05
8785-CJSHH,0,0,1,0,1,1,1,0,1,0,0,1,2,0,1,2,0,60,99.8,5985.75
5357-TZHPP,1,1,0,0,1,1,1,0,0,0,0,0,2,0,1,1,1,9,84.4,732.5
3870-SPZSI,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,70,113.05,7869.05
0680-DFNNY,1,0,1,0,1,1,1,0,0,1,0,1,2,0,1,2,1,15,101.1,1504.05
7560-QRBXH,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,3,0,48,19.95,936.7
7077-XJMET,1,0,1,0,1,0,0,0,0,1,1,1,2,0,1,2,0,12,74.15,741.4
8752-GHJFU,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2,0,71,92.0,6585.2
6896-SRVYQ,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,44,73.85,3122.4
